transaction_id,year,transaction_time,Day_Shifts,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue_generated
115343,2025,10:20:39,Morning,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75
115344,2025,10:20:52,Morning,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
115345,2025,10:22:19,Morning,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
115346,2025,10:25:26,Morning,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
115347,2025,10:26:49,Morning,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
115348,2025,10:27:05,Morning,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
115349,2025,10:28:38,Morning,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
115350,2025,10:30:32,Morning,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3
115351,2025,10:30:39,Morning,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
115352,2025,10:31:06,Morning,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
115353,2025,10:31:49,Morning,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
115354,2025,10:33:27,Morning,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
115355,2025,10:33:49,Morning,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
115356,2025,10:33:59,Morning,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
115357,2025,10:33:59,Morning,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
115358,2025,10:34:26,Morning,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
115359,2025,10:34:37,Morning,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
115360,2025,10:36:18,Morning,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
115361,2025,10:36:44,Morning,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
115362,2025,10:37:07,Morning,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
115363,2025,10:37:22,Morning,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
115364,2025,10:37:38,Morning,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
115365,2025,10:38:55,Morning,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
115366,2025,10:43:56,Morning,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
115367,2025,10:46:12,Morning,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
115368,2025,10:46:23,Morning,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
115369,2025,10:47:07,Morning,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
115370,2025,10:48:04,Morning,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
115371,2025,10:48:24,Morning,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
115372,2025,10:48:57,Morning,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
115373,2025,10:50:29,Morning,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
115374,2025,10:55:08,Morning,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
115375,2025,10:55:38,Morning,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
115376,2025,10:55:38,Morning,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
115377,2025,10:59:58,Morning,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
115378,2025,11:00:49,Morning,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
115379,2025,11:01:06,Morning,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
115380,2025,11:01:57,Morning,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
115381,2025,11:03:07,Morning,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
115382,2025,11:03:56,Morning,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
115383,2025,11:04:13,Morning,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
115384,2025,11:04:21,Morning,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
115385,2025,11:04:21,Morning,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
115386,2025,11:04:53,Morning,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
115387,2025,11:05:11,Morning,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
115388,2025,11:06:10,Morning,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
115389,2025,11:06:10,Morning,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone,3
115390,2025,11:06:26,Morning,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
115391,2025,11:06:28,Morning,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
115392,2025,11:06:46,Morning,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
115393,2025,11:09:47,Morning,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
115394,2025,11:10:42,Morning,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
115395,2025,11:12:33,Morning,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
115396,2025,11:13:01,Morning,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
115397,2025,11:13:37,Morning,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
115398,2025,11:15:26,Morning,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
115399,2025,11:15:28,Morning,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
115400,2025,11:15:40,Morning,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
115401,2025,11:16:31,Morning,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
115402,2025,11:16:51,Morning,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
115403,2025,11:16:51,Morning,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5
115404,2025,11:17:59,Morning,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
115405,2025,11:18:24,Morning,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
115406,2025,11:18:24,Morning,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
115407,2025,11:18:25,Morning,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
115408,2025,11:18:37,Morning,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
115409,2025,11:19:12,Morning,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
115410,2025,11:19:38,Morning,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
115411,2025,11:21:43,Morning,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
115412,2025,11:21:49,Morning,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5
115413,2025,11:22:46,Morning,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
115414,2025,11:24:32,Morning,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
115415,2025,11:24:42,Morning,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75
115416,2025,11:24:45,Morning,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
115417,2025,11:24:45,Morning,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
115418,2025,11:24:50,Morning,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
115419,2025,11:25:18,Morning,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
115420,2025,11:25:20,Morning,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
115421,2025,11:25:31,Morning,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
115422,2025,11:27:35,Morning,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
115423,2025,11:29:12,Morning,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
115424,2025,11:30:17,Morning,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
115425,2025,11:30:48,Morning,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
115426,2025,11:31:34,Morning,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
115427,2025,11:32:11,Morning,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
115428,2025,11:32:11,Morning,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
115429,2025,11:32:50,Morning,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
115430,2025,11:33:15,Morning,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
115431,2025,11:34:15,Morning,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
115432,2025,11:34:44,Morning,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
115433,2025,11:34:57,Morning,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,3
115434,2025,11:35:14,Morning,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
115435,2025,11:35:14,Morning,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
115436,2025,11:35:26,Morning,2,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6
115437,2025,11:36:08,Morning,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
115438,2025,11:36:50,Morning,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
115439,2025,11:37:21,Morning,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
115440,2025,11:38:29,Morning,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
115441,2025,11:39:11,Morning,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
115442,2025,11:39:11,Morning,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
115443,2025,11:40:12,Morning,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
115444,2025,11:42:01,Morning,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
115445,2025,11:42:01,Morning,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
115446,2025,11:42:16,Morning,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3
115447,2025,11:42:36,Morning,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
115448,2025,11:42:36,Morning,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
115449,2025,11:43:04,Morning,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
115450,2025,11:43:21,Morning,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
115451,2025,11:43:35,Morning,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,3
115452,2025,11:44:32,Morning,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
115453,2025,11:45:17,Morning,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
115454,2025,11:48:13,Morning,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
115455,2025,11:48:13,Morning,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
115456,2025,11:49:10,Morning,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
115457,2025,11:49:19,Morning,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
115458,2025,11:50:32,Morning,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
115459,2025,11:53:48,Morning,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
115460,2025,11:54:01,Morning,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
115461,2025,11:54:29,Morning,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
115462,2025,11:54:30,Morning,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
115463,2025,11:55:36,Morning,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
115464,2025,11:56:26,Morning,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
115465,2025,11:56:37,Morning,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
115466,2025,11:56:37,Morning,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
115467,2025,11:56:58,Morning,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,3
115468,2025,11:56:58,Morning,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
115469,2025,11:58:49,Morning,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
115470,2025,11:58:49,Morning,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
115471,2025,11:59:25,Morning,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
115472,2025,11:59:57,Morning,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
115473,2025,12:00:02,Afternoon,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3
115474,2025,12:01:04,Afternoon,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
115475,2025,12:01:49,Afternoon,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
115476,2025,12:01:50,Afternoon,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
115477,2025,12:01:54,Afternoon,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5
115478,2025,12:02:45,Afternoon,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
115479,2025,12:04:10,Afternoon,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3
115480,2025,12:04:10,Afternoon,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
115481,2025,12:05:02,Afternoon,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
115482,2025,12:06:18,Afternoon,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
115483,2025,12:07:39,Afternoon,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
115484,2025,12:07:39,Afternoon,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
115485,2025,12:08:12,Afternoon,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
115486,2025,12:08:52,Afternoon,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
115487,2025,12:08:52,Afternoon,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
115488,2025,12:09:33,Afternoon,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
115489,2025,12:10:16,Afternoon,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
115490,2025,12:10:37,Afternoon,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
115491,2025,12:12:01,Afternoon,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
115492,2025,12:12:10,Afternoon,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
115493,2025,12:12:43,Afternoon,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5
115494,2025,12:13:09,Afternoon,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
115495,2025,12:13:15,Afternoon,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
115496,2025,12:13:15,Afternoon,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
115497,2025,12:14:00,Afternoon,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
115498,2025,12:14:51,Afternoon,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
115499,2025,12:15:07,Afternoon,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5
115500,2025,12:15:19,Afternoon,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
115501,2025,12:16:14,Afternoon,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
115502,2025,12:17:22,Afternoon,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
115503,2025,12:18:22,Afternoon,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
115504,2025,12:18:22,Afternoon,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
115505,2025,12:18:48,Afternoon,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
115506,2025,12:20:43,Afternoon,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
115507,2025,12:20:43,Afternoon,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
115508,2025,12:20:51,Afternoon,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
115509,2025,12:20:51,Afternoon,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,3
115510,2025,12:21:39,Afternoon,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,3
115511,2025,12:21:49,Afternoon,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
115512,2025,12:21:58,Afternoon,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6
115513,2025,12:22:04,Afternoon,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
115514,2025,12:22:12,Afternoon,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
115515,2025,12:22:12,Afternoon,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
115516,2025,12:23:03,Afternoon,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
115517,2025,12:23:30,Afternoon,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
115518,2025,12:23:30,Afternoon,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
115519,2025,12:23:52,Afternoon,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
115520,2025,12:24:39,Afternoon,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
115521,2025,12:24:39,Afternoon,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
115522,2025,12:25:03,Afternoon,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3
115523,2025,12:25:13,Afternoon,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
115524,2025,12:25:13,Afternoon,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone,3
115525,2025,12:25:24,Afternoon,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
115526,2025,12:26:18,Afternoon,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
115527,2025,12:27:01,Afternoon,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
115528,2025,12:28:08,Afternoon,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
115529,2025,12:28:25,Afternoon,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
115530,2025,12:28:59,Afternoon,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
115531,2025,12:30:43,Afternoon,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
115532,2025,12:30:52,Afternoon,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
115533,2025,12:31:40,Afternoon,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
115534,2025,12:32:19,Afternoon,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
115535,2025,12:32:25,Afternoon,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
115536,2025,12:32:28,Afternoon,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
115537,2025,12:33:04,Afternoon,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
115538,2025,12:34:00,Afternoon,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3
115539,2025,12:34:34,Afternoon,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,6
115540,2025,12:35:38,Afternoon,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
115541,2025,12:36:37,Afternoon,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
115542,2025,12:37:38,Afternoon,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
115543,2025,12:38:45,Afternoon,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
115544,2025,12:38:45,Afternoon,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25
115545,2025,12:38:47,Afternoon,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6
115546,2025,12:38:51,Afternoon,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
115547,2025,12:38:51,Afternoon,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
115548,2025,12:39:14,Afternoon,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
115549,2025,12:39:26,Afternoon,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
115550,2025,12:39:26,Afternoon,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,3
115551,2025,12:40:14,Afternoon,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
115552,2025,12:41:28,Afternoon,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3
115553,2025,12:42:19,Afternoon,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
115554,2025,12:42:48,Afternoon,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
115555,2025,12:43:43,Afternoon,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
115556,2025,12:43:43,Afternoon,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
115557,2025,12:44:24,Afternoon,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
115558,2025,12:45:02,Afternoon,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
115559,2025,12:45:09,Afternoon,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
115560,2025,12:46:04,Afternoon,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
115561,2025,12:46:27,Afternoon,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
115562,2025,12:46:52,Afternoon,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
115563,2025,12:48:41,Afternoon,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
115564,2025,12:49:07,Afternoon,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
